text,sentiment_score,lang
"Thankful for my fam, the slores, house3, tswift, Grayson Allen, wine, cats, and most of all cannolis ♥️♥️#happyturkeyday ",2,en
I love competing in the Miss America\u2019s Outstanding Teen program.. Can\u2019t wait until tomorrow! #pageantday ,2,en
Nos están matando las rusas a la contra,0,es
Efficacité énergétique : de nouvelles exigences d’éco-conception pour les ordinateurs et les serveurs  http,2,fr
« Les #méduses sont un signe de mauvaise santé de l’écosystème » selon #PhilippeCury- http via @user #surpêche,0,fr
Consolidados - SBT (14/05):  #Chaves 4.2 #MundoDisney 4.5 #DomingoLegal 4.2 😂 #Eliana 5.3 #RodaARodaJequiti 7.7 #ProgramaSilvioSantos 9.0,1,pt
@user jajajaja con tanta tecnología las pilas salen caras por lo menos te ahorraste en regalos!,1,es
"L’éolien et le photovoltaïque représentent respectivement 3,7 % et 1,2 % de la consommation française d’électricité. http",1,fr
"@user a. que puto mal escribo  b. me sigo surrando help   3. ha quedado raro el ""cómetelo"" ahí JAJAJAJA",0,es
deusa q agonia esse dedo cortado #MasterChefBR,0,pt
Janice Dean sums up bitter Donald Trump's shot at Carly Fiorina with simple snark-tastic hashtag ,0,en
Col taglio di 15 mld all'istruzione  ipotizzato da Renzi la scuola italiana verrebbe messa in ginocchio definitivamente #labuonascuola,0,it
The @user were on fire tonight! It was awesome to be at the arena and watch the game! It was great to see @user back in the game ,2,en
"@user @user no importa con esa linea como sino juegas nada, seguirás siendo buenisimo ( con cariño jeje  )",2,es
"Uh, @user holt sich Smail Morabit, ex @user. Schwieriger Charakter. Könnte schief gehen. Gewaltig sogar",0,de
Cara a Fátima Bernardes era um símbolo  do jornalismo nacional e hoje tá aí fazendo vexame no #Encontro #triste,0,pt
Um salário do Guerrero paga 3 shows da Maiara e Maraisa. Flamengo podia ver isso.  Haja sofrencia no sofá.  @maioralvinegro #ConversaComBial,0,pt
del governo #Monti il 31% apprezza che decida in tempi brevi: ci sono anche io!,2,it
Hoy soñé que @user era mi profe de actuación y fui extremadamente feliz.,2,es
Leaving Bangkok tomorrow morning. Next stop the middle of the Empty Quarter desert near Saudi Arabia. ,1,en
@user nicht wenn man aus Prinzip den Club als Meister nennt :D,2,de
Quero muito que o dia da eliminação dos embustes Leonardo e Miriam chegue logo #MasterChefBR,0,pt
@user #labuonascuola ora è anche giusta! Finalmente riconoscimento del merito dei #vincitorisenzacattedra e priorità nelle assunzioni!,2,it
"March Against Monsanto founder, Tami Canal, discusses #FoodJustice with Anthony Gucciardi. ",2,en
"Idée à méditer : remplacer les politiques par des éoliennes. En plus de brasser du vent, ils nous seraient enfin utiles. #Ecologie #Energie",0,fr
I don\u2019t think Dwight Howard is gonna last in LA. He\u2019s already frustrated and it\u2019s 2nd game... Uh oh ,0,en
@user lol da brauch ich aber echt nen schauspielkurs vorher :') oder iwas lol wir müssen das üben,2,de
"@user: Au ja, der war unglücklich gekürzt. #t4at",0,de
"So Magic Mike with @user was super great. Tomorrow I'm going to see Mission Impossible, but all I wanna do is watch Magic Mike XXL. ",2,en
"A pessoa tem 13 anos e já conhece 25 países, eu o mais longe que fui Buenos Aires 😔😒 mundo injusto esse #Encontro",0,pt
Um exemplo para todos nós! #Encontro,2,pt
#climat Avant les ondulations du jet-stream causaient le refroidissement. et aujourd'hui le réchauffement. http,1,fr
Casa e IVA nel mirino del Governo Monti per ridurre il debito: Le misure saranno illustrate domani al vertice eu... http,1,it
Mas eu me mordo de ciuuuuuuumeees #TheNoite,1,pt
Corinne Lepage #E5T - Journal des Professionnels Journal des Professionnels - Les points de presse de l'entreprise: http,1,fr
che ho fatto?,1,it
Non à la disparition programmée du lynx dans les Vosges! http via @user #Animaux #Biodiversité #Environnement #Ecologie,0,fr
"@user @user @user @user Créer tjrs + de disciplines (développement durable p e), c'est une mauvaise direction",0,fr
Annonce immobilière : 'Vente Maison - CHAMESOL - nb pièce(s) : 5 - surface : 105m2' - http,1,fr
If I end up going to Disneyland tomorrow I'll be the happiest girl on this planet ,2,en
O cabelo mais famoso do Brasil #VideoShowAoVivo,2,pt
Vitor B vacila demais. Ja podem eliminar. #MasterChefBR,0,pt
"Le SNE-FSU attend un réel engagement de la ministre de l'écologie sur le ""chantier personnels de l'Environnement""",2,fr
Cimenterie Port-Daniel: @user fait sa girouette et découvre une étude sur les gaz à effet de serre #polqc #assnat http,2,fr
"70 organisations, de défense des consommateurs, environnementalistes, agricoles, et entreprises ont écrit une... http",1,fr
#labuonascuola si fa con più apprendistato anche a scuola. A #giornataEducation presentato modello Enel. http,2,it
@user il mio albero avverte la crisi...Mario Monti grazie x questo natale stupendo,0,it
Leonard Cohen albums sell fast in Montreal ,2,en
#ecologie Formations en environnement http,1,fr
"RT @user: ... lustig.. jeden fauche ich an, nur Lea nicht.. Wtf?",0,de
L'écologie OUI ! les écolos NON et NON ! http,0,fr
#PoesiaComRapadura no #Encontro!  Sou fã desse poeta! @user,2,pt
E depois Yuko diz q ela va utilizar  penis..que mulher #MasterChefBR,2,pt
#MaisVoce nos tts = Qual o acidente dessa vez com a Ana maria?,1,pt
"@user Si lo compraste con tarjeta no tienes que hacer nada, si es en efectivo imagino que cualquier FNAC vale.",1,es
"@user oha, dachte dein Typ war da gefragt :-/",0,de
I liked a @user video from @user Anti-Trump Protests And Riots Backfire!! Students Starting To Realize ,2,en
"@user Visco #pd Il #governo #monti non sta facendo il massimo per migliorare la situazione lavorativa, le cose peggioreranno",0,it
@user Espero que para ti tbn sea un buen año.,1,es
Cuando tus colegas se ponen a alabar a los musicos de Estopa y PASAN DE TI que eres la estopera. Tener amigos pa esto,0,es
Raccolto preso: 140 di cibo! Hai controllato anche tu il tuo orticello! http #android #androidgames #gameinsight,1,it
Me habría gustado hacer alguna de las de los Targaryen pero como están  en paradero desconocido pueh no hay imagenes buenas de ellas y,0,es
"@user He's just one. He's spent the summer being looked after grandparents which may have been an error, now thinks he's Prince George!"" ",1,en
@user @user  L’école des politiques n'enseigne pas  l’écologie. Préfère les cours sur le capitalisme et les lobbies,2,fr
I sacrifici che mancano: La manovra presentata dal governo Monti è criticabile sotto molti punti di vista. E' mo... http,0,it
Santé : 250 000 décès de plus par an à partir de 2030 à cause du changement climatique - Bioaddict http,1,fr
Une 6ème République pour un développement humain durable http via @user,1,fr
"[Vidéo] Retour sur la vidéo de la semaine: Stella, la première voiture familiale qui fonctionne à l’énergie solaire http",1,fr
@user in europe we celebrate mothers day on Mothering Sunday which is in Lent but the Americans wanted to be different...I think ,1,en
@user mhm okay bei nicht versenden würd ichs dann wohl auch net tun xD,2,de
"""Le nucléaire n’est pas une solution au changement climatique, c'est une impasse"", Charlotte Mijeon -usinenouvelle- ►http",0,fr
fund raising: oltre 120000 euro reperiti in 2 anni di cui quasi 70000 direttamente a #ic15bologna anche questo è #labuonascuola,2,it
Abençoando minha noite com toda sabedoria e fe @user ...Como lhe admiro e aprendo tanto com o Senhor.Obrigada #ConversaComBial,2,pt
@user Come on Pires! Enjoy the show! Shout out to people in the U.K. and Ireland wouldn\u2019t go astray! It\u2019s almost 3 am on a sunday! ,2,en
Saudi voters elect 20 women candidates for the 1st time: Two women were elected in Saudi Arabia's most conserv... ,2,en
"""Gothic rock... I wonder if New Model Army ever thought about covering U2's hit """"Sunday Bloody Sunday""""!"" ",1,en
"Mi último trabajo por obra y gracia de @user @user @user, un spot para el @user #megapanic  http",1,es
On a retrouvé @user .. il était en Afrique sans pression en train de faire de l'énergie solaire &gt; http via @user,1,fr
Fête de la terre. L'écologie à l'honneur jusqu'à dimanche - Ouest-France: Ouest-FranceFête... http #ecologie #eco #bio,2,fr
"O prato tá feio pra dedéu, Vítor. #MasterChefBR",0,pt
If I don\u2019t feel A1 tomorrow I\u2019m not going to school rs! ,0,en
@user Si no te explicas algo mejor...  @user @user @user,0,es
"""listening to the weeknd on the radio and telling mom I want to see in December and she says """"this is the Zayn guy right?"""""" ",1,en
Che bella la consultazione su #labuonascuola  Grazie @user @user e a  chi ha partecipato (soprattutto agli studenti),2,it
Até que fim vai começar #ConversaComBial com @user ❤😍👏💥 #MaiaraeMaraisaNoBial,2,pt
@user @user @user convenciendo a mi hija mayor para verlo,1,es
"22h50 - Globo 20.6, SBT 9.7, RecordTV 6.1, Band 4.6 #MasterChefBR",1,pt
Communiqué de presse des Jeunes Ecologistes Non à la répression contre la ZAD du Testet ! Face à la violence... http,0,fr
100 solutions pour changer de société | YOUPHIL http,2,fr
@user whatz Good Fooly Need Sum Bangerz Get@Yung Phy,2,de
@user: Mario Monti non sa impennare hahaha :D,0,it
"Actuellement, la neige est noire au Groenland. Et c’est inquiétant  http via @user",0,fr
@user 😶😟 waab.,0,de
Sophia falando da Mel!!!😍😍😍 #melphia #videoshowaovivo,2,pt
Senza sostegno scuola negata per i disabili. L'altra faccia dell'istruzione italiana. http @user #labuonascuola?,0,it
Trotz Teilverstaatlichung: Commerzbank-Chef Blessing fliegt First Class: Dank milliardenschwerer Staatshilfen ... http,1,de
"http Invece della spina, ricaricheremo (quasi) tutto dalla porta Usb  #Sapevatelo #Tech #StartUp",1,it
Why is my TL so dead um is it Kpop is dead Friday or something??? ,0,en
#ecologie Le livre noir de l'écologie - Le livre noir de l'AFP http,0,fr
@user #HalaMadrid Hihi da haste was verpasst ;) Danke fürs folgen. Und viel Spaß auf meiner TL :),2,de
Il Fiscal Compact come il governo Monti: chiamano salvataggio l'assicurazione della fine.,0,it
@user: E' più facile aumentare le tasse che combattere l'evasione fiscale #governo #Monti. vero purtroppo.,0,it
Que huevada es trabajar feriado,0,es
Não entendo essa super proteção com a Miriam. Desnecessário isso. #MasterChefBR,0,pt
Wieso nennt ihr euch @user wenn man keine infos bekommt? Einfach stillschweigen und 20min weniger Verspätung anzeigen?,0,de
Vedo solo ora ministri governo #monti. Ottima squadra.,2,it
Agora lascou #MasterChefBR,0,pt
- Todo lo que quiero por navidad eres tú. - Enserio? - La verdad quiero un iPhone 7 Pero como eres gratis que se puede hacer,1,es
Imagina que insuportável ter de dar de comer pra uma gente que calcula CADA CALORIA que come? Jesus... #MasterChefBR,0,pt
UK Govt reject criticism on Libya saying its involvement saved lives-... wishing UK to enjoy post Gadafi Libya fate. #UK #libya ,1,en
Changement climatique: Les météorologues se préparent au pire http,0,fr
Photovoltaïques sur bâtiment : les 193 lauréats de l appel d offres | @user http,1,fr
Feliz navidad y un increíble 2017 para toda la familia del voleibol peruano en especial a mis queridos colegas de @user,1,es
"mann war die welt noch schön, als nicht jede zweite webseite von europa aus nicht abrufbar war... will doch nur magi illegal gucen XD",0,de
@user @user Here's a need for voter suppression documentation. ,1,en
Déjà 5 #cliniques ont complété leur Indice Développement Durable (IDD) mis à disposition des tous les établissements de soins par le #C2DS,1,fr
#Senegal REPORTAGE : DOUNE BABA DIEYE en renaissance (vidéo): Après la tragédie écologique engendrée par... http #Ndar,1,fr
"Madame Ségolène Royale, ministre de l'écologie et du développement durable : Non, à la destruction des ""nuisibles"" http",0,fr
#BTP #Durable #DD #Ecologie Rabaud améliore sa Rotostab 330 http,2,fr
Eu sou a Sheron kkkk ia fk chorando. #encontro,2,pt
@user Biafrans died on Wednesday bomb blast at Gombe in  Zoo ( Nigeria).We want to be free from this killing everyday by the BOKO HARAM. ,0,en
"RT @user: Interessante, aber ärgerliche Fakten: Betrunkene (Pfui!) Norddeutsche Piraten nennen unseren CDU-Bundestagskandidaten Patrick …",0,de
Que bonitos que son los zorros,2,es
"Ayer descubrí que no soy amargada, en realidad soy preocupada.",1,es
@user na dann feier schön!,2,de
"que sí , que volvemos a la rutina , que se acabo lo bueno que ya lo sabemos todos , no hace falta que pongáis 100 snaps",0,es
@user espero sobretodo tenerla con mi niño  jajajaja. gracias guapa ♥,2,es
Querem evitar ser vítima de abuso. Mas e cm se evita q novos abusadores surjam? Ser um abusador tem uma causa. Temos q trata-la!!  #Encontro,1,pt
Nada melhor que um cuscuz com sardinha torrada 😋. #MasterChefBR,2,pt
"#MasterChefBR essa Mirian só quer fazer o que dá na telha, ô mlr chata",0,pt
Medo Bobo um hino atemporal #ConversaComBial,2,pt
"@user Hay que hacer algo contra los Incendios Forestales, ya basta, estamos jodidos.",0,es
When did #Thanksgiving turn into Valentines Day? So. Many. Couples. Pictures. ,2,en
La Presse+: Cacouna: TransCanada veut bloquer le recours des écologistes   http,0,fr
"Give me love (Zouis): http via @user da me :) Sì, non ho niente da fare xD",1,it
Hola me complacerían con #ParaOlvidarte de @user por faaaaa Saludos desde Liberia @user,1,es
@user lösch schnell 3 :'D,2,de
Bring ich meinen Schlafrythmus halt voll durcheinander /D,0,de
"@user ya sé. y con lo mío es especialmente difícil. bro, esto no es exclusivamente sobre la plata u know this",0,es
"#BTP #Durable #DD #Ecologie Étienne Crépon, nouveau Président du CSTB http",1,fr
não sei como esse fernando ainda tá aí #MasterChefBR,0,pt
"RT @user: niall è perfetto biondo, niall è perfetto castano. niall è sempre prefetto http",2,it
in vendita Villa Stupenda a Santo Domingo http,1,it
Bundestagswahl 2013: Weniger Staat - mehr vom Leben!: http via @user,1,de
#Packaging : Un emballage écologique conçu avec du sable http  #design,1,fr
"Llego a la casa a las 9:20 caminando, no hay comida, todos están dormidos, mañana tengo clases a las 8am, todo esta bien",0,es
Ne le confondez pas avec un #furet ! Le vison d'Europe est une #espècesmenacées que l'on peut observer en #France http,1,fr
Putada lv se me jodió la ruedecita del ratón y bueno,0,es
Nov 16!! Me + you + movie theater = Breaking Dawn part 2. Just saw a preview! Can\u2019t wait (: ,2,en
#labuonascuola consultazione della @user con le scuole cattoliche della @user,1,it
#VideoShowAoVivo minha primeira vez no tweeter e meu comentário já saiu! Amei/essa tv globo é 10 vídeo show é meu amor! Ota e Joca amo vcs,2,pt
Documentaire : Être sans avoir | @user http,1,fr
yo don't ever say that! god forbid! may it not happen! Zayn is cool...don't even try to compare them...i love zaynnn ,1,en
@user se que no me vas a leer pero si pudieras decirme a que hora coges el ave a mañana me harias muy feliz. No he podido verte hoy,0,es
RT @user: Dramatisch: Gigantische Mac OS X Sicherheitslücke http,0,de
#MasterChefBr quero ver o fogaça cozinhando,1,pt
@user Hey amore mio❤Come stai? Spero bene!Ho tanto bisogno del tuo follow mi potresti seguire?Ti amo tanto budí💟x1.684,2,it
Hoy se acaba la fiesta más bonita del año! #últimodíadenavidad #bajadadereyes…,2,es
"Buenos dias, vamos a hacer algunos recados y a empezar el dia con energia!!",2,es
